Calculadora Calorias,,,,,,Calculadora Almoços,,,,,,,,,,,,,,,,,,,,,,,,SOPA,,,,
Nome do alimento,Kcal,Proteina,Hidratos,Gordura,,Proteina 1/2,Kcal,Proteina,Hidratos,Gordura,,Hidratos,Kcal,Proteina,Hidratos,Gordura,,Legumes,Kcal,Proteina,Hidratos,Gordura,,Outro,Kcal,Proteina,Hidratos,Gordura,,Nome do alimento,Kcal,Proteina,Hidratos,Gordura
sopa courgette Mercadona (un.),"81,00 Kcal","1,75 Kcal","6,65 Kcal","4,90 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sticks açúcar azenha (un.),"2,00 Kcal","0,00 Kcal","0,50 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumi pêssego e uva continente equilíbrio (g),"47,00 Kcal","0,40 Kcal","11,00 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sumo de limao espremido (g),"25,00 Kcal","0,30 Kcal","1,50 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tortitas arroz integral continente (g),"388,00 Kcal","9,40 Kcal","79,00 Kcal","3,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tortitas arroz integral gullon (un.),"28,00 Kcal","0,60 Kcal","5,70 Kcal","0,20 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tortitas arroz lidl (g),"386,00 Kcal","7,60 Kcal","78,80 Kcal","3,50 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tortitas arroz s/sal continentes (g),"383,00 Kcal","8,40 Kcal","79,00 Kcal","3,20 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tortitas c/ chocolate e framboesa gullon azenha (un.),"58,00 Kcal","0,80 Kcal","9,30 Kcal","1,10 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tortitas c/ chocolate gullon azenha (un.),"60,00 Kcal","0,90 Kcal","8,40 Kcal","2,40 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tortitas de milho continente (g),"378,00 Kcal","7,20 Kcal","84,00 Kcal","0,90 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tortura (un.),"84,00 Kcal","1,40 Kcal","12,00 Kcal","3,40 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tremoços baresa (g),"115,00 Kcal","12,00 Kcal","4,20 Kcal","3,50 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twix branco (un.),"231,38 Kcal","2,25 Kcal","29,30 Kcal","11,59 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
uva branca (g),"78,00 Kcal","0,30 Kcal","17,30 Kcal","0,50 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaca que ri light un.,"22,66 Kcal","1,72 Kcal","0,94 Kcal","1,33 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weetabix (un.),"68,00 Kcal","2,25 Kcal","13,00 Kcal","0,40 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
billion próximos branco (g),"459,00 Kcal","26,00 Kcal","35,00 Kcal","24,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate extrafino Nestlé (g),"538,00 Kcal","6,30 Kcal","58,90 Kcal","30,30 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frutinha maçã banana e morango Nestlé (g),"53,10 Kcal","0,45 Kcal","11,00 Kcal","0,45 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argolinhas continente (g),"510,00 Kcal","6,00 Kcal","64,00 Kcal","25,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate continente sem açúcar (g),"485,00 Kcal","8,50 Kcal","48,50 Kcal","31,90 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
werther's s/açúcar (un.),"9,00 Kcal","0,20 Kcal","2,80 Kcal","0,30 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gelado continente + proteina caramelo (un.),"371,25 Kcal","30,25 Kcal","31,90 Kcal","13,75 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
queijo fresco continente (un.),"63,00 Kcal","6,88 Kcal","3,06 Kcal","2,50 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frutinha maçã e banana bledina (un.),"54,00 Kcal","0,30 Kcal","12,30 Kcal","0,20 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
barrita bilion chocolate branco (g),"459,00 Kcal","26,00 Kcal","35,00 Kcal","24,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
solero exótico (un.),"98,00 Kcal","1,00 Kcal","20,00 Kcal","1,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate leite continente (g),"548,00 Kcal","5,70 Kcal","56,00 Kcal","33,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
chocolate branco continente (g),"561,00 Kcal","6,50 Kcal","55,00 Kcal","8,80 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crunchy muesli continente (g),"471,00 Kcal","9,70 Kcal","58,40 Kcal","20,40 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kinder Bueno branco (un.),"222,00 Kcal","3,40 Kcal","20,60 Kcal","14,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nada,"0,00 Kcal","0,00 Kcal","0,00 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
atum lata bolina,"110,00 Kcal","25,00 Kcal","0,50 Kcal","0,80 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Atum lata tritão,"106,00 Kcal","25,00 Kcal","0,00 Kcal","0,70 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ovo de galinha inteiro, cru","143,00 Kcal","12,60 Kcal","0,50 Kcal","10,10 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ovo de galinha, cozido","149,00 Kcal","13,00 Kcal","0,00 Kcal","10,80 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"peito de frango sem pele, cru","108,00 Kcal","24,10 Kcal","0,00 Kcal","1,20 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"peito de peru sem pele, cru","105,00 Kcal","23,40 Kcal","0,00 Kcal","1,30 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pescada cozida (valor médio),"109,00 Kcal","19,20 Kcal","0,00 Kcal","3,60 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salmão cru,"262,00 Kcal","16,20 Kcal","0,00 Kcal","21,90 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
salmão grelhado,"309,00 Kcal","23,80 Kcal","0,00 Kcal","23,70 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nada,"0,00 Kcal","0,00 Kcal","0,00 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arroz agulha cru continente,"349,00 Kcal","7,90 Kcal","76,00 Kcal","1,30 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arroz vaporizado cigala,"354,00 Kcal","7,50 Kcal","78,00 Kcal","1,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arroz vaporizado continente ,"355,00 Kcal","7,50 Kcal","78,00 Kcal","1,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arroz vaporizado Lidl ,"350,00 Kcal","7,40 Kcal","76,90 Kcal","1,20 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batata cozida,"87,00 Kcal","2,40 Kcal","18,50 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
batata crua,"90,00 Kcal","2,50 Kcal","19,20 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esparguete cozido,"102,00 Kcal","3,40 Kcal","19,90 Kcal","0,60 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
esparguete cru,"360,00 Kcal","12,10 Kcal","71,10 Kcal","1,90 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nada,"0,00 Kcal","0,00 Kcal","0,00 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alface,"15,00 Kcal","1,80 Kcal","0,80 Kcal","0,20 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brocolos cozidos,"27,00 Kcal","2,80 Kcal","1,30 Kcal","0,70 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brocolos crus,"32,00 Kcal","3,40 Kcal","1,50 Kcal","0,80 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broculos congelados continente ,"24,00 Kcal","1,90 Kcal","2,50 Kcal","0,50 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
broculos congelados lidl,"34,00 Kcal","2,40 Kcal","3,50 Kcal","0,50 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cenoura cozida,"23,00 Kcal","0,70 Kcal","3,60 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cenoura crua,"25,00 Kcal","0,60 Kcal","4,40 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
feijão verde congelado continente ,"34,00 Kcal","1,80 Kcal","4,40 Kcal","0,10 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mix oriental continente ,"23,00 Kcal","1,10 Kcal","3,20 Kcal","0,20 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nada,"0,00 Kcal","0,00 Kcal","0,00 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cebola (g),"20,00 Kcal","0,90 Kcal","3,10 Kcal","0,20 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alho-francês (g),"26,00 Kcal","1,80 Kcal","2,90 Kcal","0,30 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nabo (g),"21,00 Kcal","0,40 Kcal","3,00 Kcal","0,40 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cenoura (g),"25,00 Kcal","0,60 Kcal","4,40 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
curgete (g),"19,00 Kcal","1,60 Kcal","2,00 Kcal","0,30 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Knor (un.),"26,90 Kcal","1,40 Kcal","0,77 Kcal","2,20 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sal (g),"0,00 Kcal","0,00 Kcal","0,00 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alface (g),"15,00 Kcal","1,80 Kcal","0,80 Kcal","0,20 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nada,"0,00 Kcal","0,00 Kcal","0,00 Kcal","0,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alho cru,"72,00 Kcal","3,80 Kcal","11,30 Kcal","0,60 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Manteiga magra continente,"381,00 Kcal","2,70 Kcal","1,00 Kcal","41,00 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polpa alho e cebola,"46,00 Kcal","1,80 Kcal","7,70 Kcal","0,50 Kcal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
